RXI$US_N.B.EU,RXI$US_N.B.UK,RXI_N.B.BZ,RXI_N.B.CH,RXI_N.B.DN,RXI_N.B.IN,RXI_N.B.JA,RXI_N.B.KO,RXI_N.B.MA,RXI_N.B.MX,RXI_N.B.NO,RXI_N.B.SD,RXI_N.B.SF,RXI_N.B.SI,RXI_N.B.SZ,RXI_N.B.TA,RXI_N.B.TH,RXI_N.B.VE,JRXWTFB_N.B,JRXWTFN_N.B,JRXWTFO_N.B,RXI$US_N.B.AL,RXI$US_N.B.NZ,RXI_N.B.CA,RXI_N.B.HK,RXI_N.B.SL,Date
1.0203,1.563,1.795,8.2773,7.3,43.25,119.18,1188,3.8,9.3025,7.945,8.525,6.17,1.7032,1.5738,32.36,37.17,0.612,117.6981,100.0328,127.7098,0.6515,0.5203,1.4918,7.7589,71.8,1999-07-19
1.042,1.57,1.8,8.2777,7.1435,43.26,118.94,1194,3.8,9.299,7.856,8.395,6.126,1.7005,1.5405,32.26,37.16,0.6113,117.1577,99.2079,127.7826,0.6483,0.5215,1.4915,7.7595,71.8,1999-07-20
1.0526,1.5766,1.812,8.2773,7.07,43.35,118.25,1201,3.8,9.345,7.857,8.339,6.1075,1.6971,1.5267,32.41,37.18,0.613,117.0521,98.8807,128.0992,0.6475,0.5276,1.5011,7.7608,71.95,1999-07-21
1.0509,1.5835,1.8275,8.2773,7.0835,43.35,117.27,1209,3.8,9.3825,7.867,8.3595,6.1162,1.7,1.5285,32.5,37.4,0.6133,117.0919,98.7423,128.4569,0.6466,0.5268,1.5025,7.7613,71.95,1999-07-22
1.0497,1.578,1.819,8.2772,7.115,43.28,116.51,1208.8,3.8,9.388,7.855,8.365,6.115,1.699,1.5294,32.4,37.41,0.614,117.1187,98.7669,128.4828,0.648,0.5305,1.5076,7.7618,72,1999-07-23
1.0651,1.5905,1.819,8.277,6.984,43.28,116.66,1209,3.8,9.412,7.811,8.272,6.14,1.685,1.5069,32.33,37.35,0.6138,116.7716,98.2627,128.4898,0.6473,0.5265,1.5102,7.7615,72.05,1999-07-26
1.0627,1.5895,1.817,8.277,7.0045,43.4,116.23,1204,3.8,9.3675,7.846,8.278,6.13,1.6865,1.5065,32.4,37.3,0.6132,116.7539,98.3313,128.3169,0.6443,0.5233,1.5135,7.7617,72.05,1999-07-27
1.0644,1.5935,1.7875,8.277,7.0005,43.33,116.17,1198.1,3.8,9.38,7.8725,8.264,6.147,1.6783,1.502,32.38,37.02,0.6123,116.5546,98.1873,128.0541,0.6442,0.5235,1.511,7.7619,72,1999-07-28
1.0719,1.613,1.796,8.2773,6.9485,43.43,115.19,1205,3.8,9.415,7.8195,8.209,6.1675,1.688,1.49,32.35,37.1,0.611,116.2238,97.5704,128.3133,0.6495,0.5278,1.5085,7.7623,72,1999-07-29
1.0694,1.6207,1.79,8.2774,6.963,43.45,114.7,1204,3.8,9.4,7.774,8.222,6.165,1.6835,1.4925,32.24,37.23,0.613,116.1293,97.4724,128.2437,0.6522,0.5308,1.507,7.7619,71.95,1999-07-30
1.0661,1.6145,1.814,8.277,6.981,43.38,114.51,1201,3.8,9.4,7.7565,8.212,6.2,1.678,1.4995,32.32,37.4,0.6135,116.244,97.6007,128.3111,0.65,0.527,1.5079,7.7627,71.85,1999-08-02
1.068,1.6185,1.83,8.2773,6.9685,43.38,115.1,1199,3.8,9.455,7.749,8.178,6.195,1.6824,1.4975,32.19,37.29,0.6137,116.1346,97.358,128.4696,0.6535,0.5331,1.4948,7.7624,71.8,1999-08-03
1.0766,1.62,1.821,8.2774,6.912,43.4,114.2,1202,3.8,9.4425,7.721,8.142,6.155,1.677,1.4862,32.25,37.36,0.6138,115.769,96.7965,128.5399,0.6585,0.536,1.4898,7.7627,71.7,1999-08-04
1.0793,1.6198,1.85,8.2774,6.893,43.45,113.98,1202,3.8,9.49,7.701,8.142,6.1775,1.674,1.4805,32.1,37.5,0.6138,115.8341,96.7781,128.7482,0.6545,0.5315,1.4947,7.763,71.65,1999-08-05
1.077,1.6147,1.85,8.2773,6.918,43.48,114.6,1200,3.8,9.495,7.7245,8.168,6.1775,1.666,1.4863,32.2,37.7,0.6135,116.1481,97.1806,128.8357,0.6531,0.529,1.5035,7.7626,71.65,1999-08-06
1.0752,1.618,1.8825,8.2772,6.928,43.45,114.44,1199.3,3.8,9.515,7.708,8.21,6.1725,1.6653,1.4895,32.2,37.82,0.6135,116.2465,97.1354,129.183,0.6512,0.5273,1.5,7.763,71.65,1999-08-10
1.066,1.6107,1.871,8.2772,6.977,43.47,115.1,1202,3.8,9.421,7.733,8.255,6.143,1.674,1.5024,32.2,38.18,0.6144,116.4813,97.4272,129.2654,0.6485,0.5282,1.4908,7.7625,71.65,1999-08-11
1.0636,1.609,1.853,8.2771,6.994,43.5,115.76,1210,3.8,9.354,7.748,8.268,6.114,1.674,1.506,32.23,38.15,0.6148,116.4899,97.5289,129.0986,0.6495,0.5298,1.4853,7.7635,71.65,1999-08-12
1.0568,1.6057,1.872,8.277,7.035,43.52,115.66,1207,3.8,9.3875,7.8025,8.31,6.11,1.6775,1.5157,32.2,38,0.6153,116.565,97.6014,129.164,0.6517,0.5302,1.478,7.764,71.72,1999-08-13
1.0557,1.6011,1.885,8.2774,7.045,43.5,114.83,1204,3.8,9.36,7.788,8.302,6.105,1.671,1.5173,32.1,38,0.6153,116.4447,97.5799,128.8834,0.6497,0.5262,1.4815,7.7638,72.1,1999-08-16
1.0525,1.6036,1.887,8.277,7.065,43.54,114.18,1206,3.8,9.339,7.803,8.31,6.1225,1.681,1.5215,32.05,38.47,0.6153,116.4319,97.5047,128.989,0.6485,0.5245,1.4794,7.7643,71.69,1999-08-17
1.0505,1.6004,1.892,8.2772,7.077,43.55,112.3,1203,3.8,9.324,7.822,8.335,6.126,1.6726,1.523,32.03,38.41,0.6153,116.1943,97.3097,128.7183,0.6468,0.5328,1.4832,7.765,72.05,1999-08-18
1.0643,1.618,1.92,8.2774,6.9927,43.59,111.14,1200,3.8,9.385,7.743,8.247,6.12,1.6778,1.5025,32.02,38.43,0.6161,115.952,96.771,129.077,0.6365,0.5318,1.494,7.7644,71.66,1999-08-19
1.0654,1.6133,1.9925,8.2774,6.978,43.59,111.44,1201,3.8,9.4,7.743,8.229,6.1125,1.676,1.4988,32.03,38.36,0.6168,116.0767,96.8107,129.3367,0.6393,0.5339,1.4942,7.764,72,1999-08-20
1.0553,1.6076,1.862,8.2772,7.049,43.53,111.73,1198,3.8,9.344,7.875,8.29,6.079,1.683,1.5145,31.98,38.33,0.6178,116.2114,97.266,128.8453,0.6359,0.531,1.4955,7.7641,72.05,1999-08-23
1.0506,1.5946,1.9025,8.2775,7.071,43.65,111.53,1199,3.8,9.3175,7.85,8.285,6.0975,1.691,1.5242,31.98,38.355,0.6178,116.4038,97.4525,129.0113,0.637,0.527,1.4955,7.7648,72.05,1999-08-24
1.0461,1.5865,1.936,8.2773,7.1005,43.55,111.18,1192,3.8,9.31,7.951,8.336,6.114,1.691,1.5315,31.95,38.35,0.6186,116.4769,97.61,128.9132,0.6334,0.5158,1.496,7.7645,71.8,1999-08-25
1.0441,1.5876,1.91,8.2773,7.122,43.55,111.83,1191,3.8,9.337,7.99,8.355,6.095,1.692,1.5339,31.95,38.38,0.6185,116.7069,97.9364,128.9199,0.63,0.512,1.5026,7.7645,72.15,1999-08-26
1.046,1.5885,1.94,8.2773,7.107,43.53,111.68,1183,3.8,9.39,7.952,8.325,6.0975,1.688,1.5303,31.9,38.35,0.6194,116.5544,97.6202,129.1007,0.632,0.513,1.492,7.765,71.9,1999-08-27
1.0445,1.5875,1.948,8.2771,7.116,43.56,111.13,1184.5,3.8,9.41,7.948,8.344,6.091,1.6882,1.5332,31.9,38.33,0.6205,116.5853,97.5797,129.2585,0.6326,0.5128,1.4925,7.7651,72.4,1999-08-30
1.0581,1.6086,1.925,8.277,7.028,43.55,109.3,1181,3.8,9.393,7.83,8.229,6.095,1.6835,1.513,31.9,38.333,0.6206,115.904,96.6992,129.0832,0.638,0.5168,1.4965,7.766,72.05,1999-08-31
1.0582,1.6023,1.917,8.2771,7.0255,43.55,109.35,1185,3.8,9.336,7.8225,8.212,6.032,1.6825,1.5135,31.88,38.82,0.6215,115.7601,96.5309,129.0136,0.639,0.514,1.4858,7.7655,71.95,1999-09-01
1.0689,1.6091,1.924,8.2773,6.9554,43.6,109.24,1191,3.8,9.376,7.787,8.162,6.0475,1.6855,1.4938,31.85,38.86,0.6228,115.6967,96.2814,129.3131,0.6447,0.5185,1.495,7.7652,71.8,1999-09-02
1.0605,1.6028,1.903,8.2775,7.012,43.57,110.09,1192,3.8,9.344,7.8425,8.196,6.012,1.6875,1.5073,31.85,38.85,0.6236,115.9356,96.6686,129.2253,0.6467,0.5186,1.4909,7.7656,72,1999-09-03
1.0581,1.6057,1.905,8.2776,7.03,43.58,110.92,1194,3.8,9.355,7.817,8.17,6.05,1.6915,1.5108,31.88,39.195,0.6225,116.2327,96.9354,129.5207,0.6465,0.527,1.4937,7.7665,71.8,1999-09-07
1.059,1.6185,1.897,8.2776,7.0265,43.57,110.99,1195,3.8,9.35,7.771,8.15,6.092,1.6965,1.5103,31.8,39.7,0.6225,116.1548,96.7043,129.7464,0.6486,0.5277,1.487,7.7659,71.8,1999-09-08
1.0543,1.6332,1.873,8.2774,7.058,43.58,108,1191,3.8,9.346,7.782,8.16,6.08,1.6865,1.5172,31.88,39.5,0.6226,115.6021,96.0314,129.5317,0.652,0.5315,1.48,7.7665,71.8,1999-09-09
1.0402,1.6183,1.857,8.2774,7.1435,43.55,109,1192,3.8,9.3175,7.887,8.262,6.065,1.6895,1.544,31.85,39.49,0.6245,115.9639,96.6872,129.2664,0.652,0.533,1.4747,7.7662,72.25,1999-09-10
1.04,1.609,1.885,8.2772,7.145,43.58,106.19,1191,3.8,9.323,7.8625,8.2175,6.0675,1.6845,1.5425,31.85,39.48,0.6248,115.5076,96.0717,129.2009,0.6573,0.5355,1.4703,7.7662,71.8,1999-09-13
1.0408,1.6085,1.8975,8.2775,7.15,43.6,105.33,1195,3.8,9.335,7.9,8.285,6.0775,1.688,1.5408,31.85,39.58,0.6248,115.4952,95.9818,129.3375,0.6545,0.5295,1.4745,7.7656,71.8,1999-09-14
1.0385,1.611,1.88,8.2773,7.1635,43.6,103.78,1192,3.8,9.305,7.914,8.298,6.1275,1.688,1.5455,31.83,39.53,0.625,115.2903,95.7616,129.2028,0.6487,0.5239,1.4754,7.7647,71.8,1999-09-15
1.0418,1.625,1.8825,8.2771,7.132,43.61,105.1,1199,3.8,9.43,7.8925,8.298,6.128,1.6925,1.5384,31.8,40.05,0.6249,115.6127,95.9009,129.8082,0.6462,0.5241,1.478,7.7645,71.8,1999-09-16
1.0399,1.6222,1.89,8.2773,7.1465,43.61,106.94,1204,3.8,9.38,7.8965,8.282,6.0945,1.6944,1.5441,31.83,40.01,0.6257,115.8552,96.2694,129.7626,0.6481,0.5272,1.4742,7.7663,71.8,1999-09-17
1.0408,1.623,1.874,8.2775,7.146,43.61,106.42,1201,3.8,9.326,7.863,8.242,6.085,1.6985,1.5435,31.75,40.13,0.6262,115.7441,96.2274,129.5428,0.6414,0.5215,1.4785,7.7663,71.9,1999-09-20
1.046,1.631,1.88,8.2775,7.1045,43.63,104.85,1203,3.8,9.2975,7.83,8.232,6.065,1.7005,1.5328,31.9,40.26,0.6263,115.2796,95.5607,129.5557,0.647,0.5252,1.4725,7.7675,71.85,1999-09-21
1.05,1.6363,1.896,8.2777,7.074,43.58,104.03,1210,3.8,9.288,7.829,8.223,6.07,1.7075,1.5267,31.88,40.48,0.6265,115.0697,95.1472,129.7779,0.6513,0.5245,1.4685,7.7672,72.25,1999-09-22
1.0415,1.6375,1.891,8.2776,7.1385,43.59,104.18,1209,3.8,9.3075,7.855,8.25,6.04,1.7145,1.5393,31.88,41.41,0.627,115.512,95.5815,130.1453,0.6482,0.5205,1.4754,7.7668,72.25,1999-09-23
1.0466,1.6428,1.9175,8.2775,7.0994,43.59,104.14,1213,3.8,9.3625,7.8425,8.239,6.045,1.7115,1.53,31.85,41.07,0.6278,115.3969,95.3379,130.3002,0.6525,0.518,1.4739,7.7675,72.1,1999-09-24
1.0431,1.6455,1.923,8.2775,7.128,43.59,106.07,1211,3.8,9.317,7.8675,8.265,6.016,1.7043,1.5361,31.85,40.95,0.6293,115.614,95.779,130.0439,0.6525,0.5155,1.4713,7.7677,72.05,1999-09-27
1.0509,1.6485,1.937,8.2775,7.0735,43.68,106.14,1218,3.8,9.359,7.798,8.215,5.98,1.7155,1.524,31.85,41.62,0.63,115.4827,95.3813,130.4497,0.6555,0.513,1.4645,7.768,72.1,1999-09-28
1.0613,1.6425,1.922,8.2775,7.0005,43.7,106.8,1218,3.8,9.36,7.759,8.195,6.005,1.707,1.5075,31.85,41.29,0.628,115.3153,95.2318,130.2823,0.653,0.5177,1.4645,7.7679,72.1,1999-09-29
1.0643,1.6457,1.921,8.2778,6.9855,43.59,106.82,1217,3.8,9.352,7.7395,8.201,6.0025,1.7,1.5022,31.85,40.98,0.6277,115.2729,95.2238,130.1824,0.6528,0.517,1.4695,7.7679,71.78,1999-09-30
1.0718,1.655,1.923,8.2778,6.9365,43.73,105.08,1216,3.8,9.405,7.6925,8.1495,6.015,1.694,1.4867,31.83,40.65,0.6284,114.8279,94.6314,130.1131,0.654,0.5167,1.4725,7.7685,71.95,1999-10-01
1.0703,1.6555,1.941,8.2778,6.945,43.73,106.35,1213,3.8,9.451,7.695,8.147,5.9965,1.69,1.4878,31.8,40.45,0.6287,115.03,94.8666,130.2095,0.6607,0.5222,1.4705,7.7679,71.3,1999-10-04
1.0693,1.6525,1.95,8.277,6.95,43.73,106.96,1207,3.8,9.476,7.7,8.118,5.986,1.677,1.4894,31.83,38.95,0.6295,115.012,95.0009,129.9019,0.6633,0.5235,1.4695,7.7685,71.7,1999-10-05
1.0704,1.656,1.964,8.2778,6.945,43.7,107.54,1204,3.8,9.43,7.7125,8.1375,6.05,1.678,1.4875,31.85,39.33,0.6297,115.0439,95.0751,129.8459,0.6605,0.5213,1.4695,7.7683,71.4,1999-10-06
1.0721,1.652,1.933,8.2778,6.932,43.65,107.67,1202,3.8,9.464,7.715,8.13,6.048,1.6803,1.486,31.85,39.93,0.6296,115.1367,95.1311,129.9905,0.6602,0.5187,1.4725,7.7686,71.7,1999-10-07
1.063,1.652,1.95,8.278,6.996,43.55,107.38,1204,3.8,9.4775,7.815,8.18,6.045,1.6825,1.5,31.83,40.34,0.6308,115.375,95.4074,130.107,0.654,0.5142,1.4739,7.769,71.65,1999-10-08
1.0737,1.6535,1.95,8.2772,6.9247,43.55,106.28,1205,3.8,9.4685,7.717,8.094,6.0775,1.6795,1.4832,31.83,39.47,0.6305,114.9364,94.8477,129.9911,0.6555,0.5167,1.4748,7.7695,71.9,1999-10-12
1.0758,1.6532,1.961,8.2777,6.9075,43.56,107.45,1205.2,3.8,9.52,7.7265,8.1075,6.12,1.6845,1.479,31.83,39.63,0.6305,115.3096,95.1681,130.3891,0.649,0.5116,1.4815,7.7695,71.9,1999-10-13
1.0799,1.6575,1.964,8.2774,6.8825,43.55,106.96,1207.5,3.8,9.645,7.711,8.1095,6.1187,1.6785,1.4735,31.83,39.4,0.6302,115.2754,94.9358,130.7446,0.65,0.5108,1.4822,7.7695,71.95,1999-10-14
1.0887,1.6684,1.988,8.2775,6.829,43.56,105.43,1206,3.8,9.72,7.6675,8.105,6.135,1.674,1.4592,31.84,39.23,0.631,114.9437,94.3724,130.9326,0.6475,0.5113,1.4853,7.7701,72.05,1999-10-15
1.0863,1.672,1.988,8.2774,6.8425,43.52,104.93,1204,3.8,9.7325,7.705,8.165,6.1585,1.6768,1.462,31.82,39.65,0.6316,115.0598,94.5339,130.9358,0.644,0.508,1.4952,7.7698,72.05,1999-10-18
1.0833,1.6708,1.99,8.2773,6.8635,43.4,105.5,1206,3.8,9.673,7.7045,8.136,6.1375,1.6745,1.4681,31.83,39.5,0.6308,115.0482,94.646,130.6861,0.6486,0.511,1.491,7.77,71.69,1999-10-19
1.0765,1.6643,2.007,8.2774,6.907,43.5,106.16,1205,3.8,9.615,7.723,8.17,6.1265,1.6748,1.479,31.83,39.3,0.632,115.2246,95.0245,130.4345,0.6463,0.5133,1.4905,7.7695,71.95,1999-10-20
1.0808,1.6765,1.994,8.2772,6.876,43.5,105.96,1206,3.8,9.6475,7.7015,8.121,6.1475,1.67,1.473,31.83,39.25,0.632,114.917,94.688,130.2465,0.647,0.5147,1.486,7.77,71.58,1999-10-21
1.0678,1.6584,1.98,8.2773,6.9658,43.5,105.81,1205.5,3.8,9.5975,7.754,8.14,6.1375,1.666,1.4975,31.82,39.14,0.6315,115.0212,94.9599,130.0057,0.6503,0.5156,1.4759,7.7705,71.52,1999-10-22
1.0666,1.6631,1.979,8.277,6.967,43.385,105.35,1205.5,3.8,9.644,7.753,8.135,6.136,1.663,1.4992,31.82,38.93,0.6318,114.9747,94.8529,130.0854,0.6508,0.515,1.4748,7.771,71.75,1999-10-25
1.0578,1.6525,1.984,8.2773,7.035,43.4,104.83,1204,3.8,9.628,7.7875,8.16,6.164,1.6665,1.5135,31.83,38.69,0.6315,115.0604,95.021,129.9947,0.6503,0.5136,1.4715,7.771,71.75,1999-10-26
1.0532,1.6477,1.997,8.2775,7.058,43.52,104.24,1200,3.8,9.652,7.82,8.205,6.161,1.6718,1.52,31.82,39,0.6314,115.1722,95.0884,130.1691,0.6436,0.5075,1.4709,7.7707,71.65,1999-10-27
1.0519,1.64,1.98,8.2776,7.068,43.51,105.13,1200,3.8,9.64,7.853,8.251,6.153,1.6695,1.5238,31.81,38.85,0.6315,115.3629,95.3863,130.1147,0.6457,0.5106,1.4722,7.7703,71.7,1999-10-28
1.0518,1.6425,1.953,8.2778,7.068,43.51,104.29,1200,3.8,9.618,7.85,8.2225,6.145,1.663,1.5243,31.82,38.62,0.6322,115.1532,95.2188,129.8669,0.6376,0.5068,1.472,7.769,71.8,1999-10-29
1.0494,1.6404,1.944,8.2779,7.089,43.51,104.19,1196,3.8,9.624,7.877,8.2545,6.1575,1.6565,1.5291,31.8,38.51,0.6325,115.1136,95.2225,129.7525,0.6382,0.508,1.4684,7.7694,71.65,1999-11-01
1.0506,1.6445,1.943,8.2781,7.076,43.45,104.15,1194,3.8,9.5805,7.865,8.244,6.155,1.6645,1.5305,31.81,38.6,0.6317,115.0118,95.1607,129.5946,0.6405,0.5095,1.469,7.7685,71.3,1999-11-02
1.0485,1.644,1.943,8.2781,7.092,43.46,105,1191,3.8,9.548,7.8825,8.273,6.1375,1.67,1.5344,31.8,38.72,0.632,115.1542,95.3954,129.5317,0.6437,0.512,1.4688,7.7705,71.65,1999-11-03
1.044,1.6375,1.915,8.278,7.121,43.45,104.48,1185,3.8,9.481,7.912,8.342,6.125,1.6665,1.5436,31.8,38.45,0.6328,115.0366,95.4297,129.1483,0.6383,0.5145,1.465,7.7705,71.75,1999-11-04
1.04,1.6205,1.917,8.2779,7.15,43.45,106.33,1187,3.8,9.457,7.926,8.331,6.11,1.6715,1.5513,31.81,38.55,0.633,115.4366,95.9884,129.1669,0.6385,0.5125,1.463,7.771,71.63,1999-11-05
1.0363,1.615,1.929,8.2779,7.175,43.46,105.77,1183.4,3.8,9.462,7.9275,8.345,6.121,1.67,1.5535,31.83,38.69,0.6328,115.5385,96.1313,129.1709,0.6365,0.51,1.4683,7.772,71.95,1999-11-08
1.0401,1.621,1.93,8.278,7.151,43.46,104.86,1185,3.8,9.427,7.892,8.322,6.129,1.671,1.5465,31.82,38.88,0.632,115.3446,95.8826,129.1192,0.6375,0.509,1.4735,7.772,71.9,1999-11-09
1.0436,1.625,1.937,8.2781,7.116,43.45,104.58,1180,3.8,9.409,7.852,8.2975,6.1335,1.675,1.5398,31.83,39,0.633,115.1568,95.6245,129.1026,0.6402,0.5112,1.4708,7.7814,72.3,1999-11-10
1.0315,1.6131,1.936,8.278,7.206,43.45,105.34,1170,3.8,9.385,7.933,8.376,6.12,1.6685,1.5575,31.81,38.81,0.6344,115.3953,96.0646,128.9118,0.6431,0.5156,1.462,7.7715,72.3,1999-11-12
1.0315,1.623,1.935,8.2781,7.209,43.45,104.88,1181.8,3.8,9.365,7.943,8.36,6.149,1.665,1.556,31.8,38.52,0.6344,115.2903,95.9534,128.8392,0.6467,0.5212,1.465,7.7725,72.4,1999-11-15
1.0312,1.6164,1.933,8.2781,7.209,43.47,105.83,1178,3.8,9.404,7.952,8.392,6.153,1.6695,1.5542,31.82,38.85,0.6342,115.6194,96.3089,129.0534,0.6417,0.5182,1.4698,7.7721,72.4,1999-11-16
1.0403,1.6231,1.934,8.2781,7.149,43.45,105.47,1176,3.8,9.3525,7.886,8.301,6.15,1.669,1.5411,31.83,38.78,0.635,115.2186,95.8524,128.8374,0.6394,0.5142,1.4675,7.7727,71.77,1999-11-17
1.0297,1.615,1.93,8.2784,7.2275,43.45,105.85,1174,3.8,9.348,7.9625,8.371,6.1465,1.6708,1.5564,31.8,38.7,0.6358,115.4729,96.2468,128.777,0.6395,0.513,1.4635,7.773,72.2,1999-11-18
1.0313,1.616,1.934,8.2785,7.2125,43.46,106.13,1173.8,3.8,9.328,7.94,8.345,6.138,1.6685,1.5543,31.81,38.75,0.636,115.4669,96.2291,128.7939,0.639,0.5092,1.4628,7.773,72.2,1999-11-19
1.0327,1.6205,1.933,8.2785,7.2055,43.45,104.87,1174,3.8,9.3205,7.916,8.3425,6.139,1.671,1.551,31.8,38.77,0.6368,115.2391,95.8888,128.8236,0.6376,0.5104,1.462,7.7728,72.2,1999-11-22
1.0261,1.6236,1.933,8.2784,7.25,43.45,104.2,1170,3.8,9.336,7.96,8.38,6.139,1.669,1.559,31.78,38.73,0.6371,115.3139,96.0116,128.7929,0.6356,0.511,1.465,7.7725,72.2,1999-11-23
1.0176,1.609,1.931,8.2785,7.3065,43.45,104.62,1162,3.8,9.32,8.0065,8.436,6.132,1.668,1.5721,31.78,38.76,0.6375,115.647,96.5473,128.6791,0.6323,0.5102,1.4685,7.7718,72.25,1999-11-24
1.0137,1.6062,1.926,8.2785,7.3405,43.48,102.19,1159,3.8,9.361,8,8.464,6.144,1.672,1.5795,31.745,38.85,0.638,115.4613,96.1857,128.8608,0.6345,0.511,1.4685,7.7721,72.1,1999-11-26
1.01,1.6024,1.921,8.2785,7.366,43.43,102.43,1160,3.8,9.39,8.042,8.482,6.19,1.6815,1.5878,31.74,39.05,0.6383,115.7677,96.5093,129.0741,0.6368,0.512,1.4752,7.771,72.3,1999-11-29
1.0077,1.5935,1.923,8.2789,7.386,43.48,101.8,1159.5,3.8,9.424,8.059,8.513,6.178,1.681,1.5893,31.67,39,0.639,115.7501,96.4453,129.1471,0.6371,0.5103,1.472,7.7665,72.35,1999-11-30
1.0059,1.596,1.92,8.2789,7.392,43.45,102.37,1157.5,3.8,9.47,8.092,8.56,6.155,1.6835,1.592,31.73,38.91,0.6392,115.9631,96.6837,129.2702,0.6354,0.5101,1.475,7.7705,72.5,1999-12-01
1.0023,1.5972,1.894,8.2788,7.419,43.45,102.69,1150,3.8,9.5225,8.097,8.6,6.153,1.6865,1.595,31.7,38.96,0.6413,116.1648,96.9617,129.289,0.633,0.5078,1.4795,7.7716,72.3,1999-12-02
1.0016,1.6015,1.878,8.2787,7.431,43.45,102.55,1150.5,3.8,9.48,8.093,8.5665,6.157,1.6847,1.5925,31.69,38.96,0.6415,116.0557,96.9108,129.0921,0.6332,0.5047,1.4793,7.773,72.45,1999-12-03
1.0252,1.623,1.868,8.279,7.261,43.43,103.1,1150.2,3.8,9.4615,7.937,8.417,6.157,1.6797,1.5608,31.65,38.97,0.641,115.351,96.0076,128.9001,0.6348,0.5064,1.4742,7.7738,72.45,1999-12-06
1.0222,1.6233,1.86,8.279,7.275,43.5,102.39,1139,3.8,9.45,7.9375,8.415,6.158,1.6767,1.5645,31.6,38.7,0.6418,115.242,95.9619,128.693,0.6362,0.5068,1.475,7.7737,72.11,1999-12-07
1.0263,1.6255,1.864,8.2795,7.25,43.5,102.97,1125,3.8,9.477,7.92,8.35,6.156,1.6805,1.56,31.6,38.56,0.6428,115.2646,96.0068,128.6692,0.638,0.5086,1.4794,7.775,72.5,1999-12-08
1.0161,1.623,1.866,8.2795,7.323,43.5,102.57,1130,3.8,9.4285,7.9875,8.406,6.148,1.679,1.5741,31.63,38.6,0.6423,115.3504,96.1728,128.5872,0.6396,0.5071,1.4745,7.7755,72.5,1999-12-09
1.0158,1.6225,1.866,8.2795,7.33,43.5,102.4,1132.8,3.8,9.416,7.9925,8.4675,6.122,1.6762,1.5745,31.65,38.67,0.643,115.405,96.2559,128.5775,0.6365,0.4935,1.4787,7.7745,71.7,1999-12-10
1.012,1.6232,1.856,8.2795,7.356,43.57,103.26,1128,3.8,9.412,8.013,8.497,6.1275,1.678,1.5834,31.65,38.57,0.643,115.6042,96.5935,128.4778,0.633,0.4908,1.4796,7.775,71.75,1999-12-13
1.0067,1.611,1.847,8.2794,7.397,43.6,103.47,1134,3.8,9.4125,8.056,8.539,6.13,1.68,1.5895,31.65,38.65,0.6441,115.843,96.934,128.4801,0.6352,0.4948,1.4823,7.7753,72.1,1999-12-14
1.0066,1.6085,1.852,8.2794,7.3965,43.54,103.54,1135,3.8,9.374,8.049,8.527,6.1575,1.6765,1.5903,31.7,38.43,0.644,115.8076,96.9907,128.2803,0.6357,0.4926,1.4837,7.7747,72.2,1999-12-15
1.0169,1.6123,1.843,8.2794,7.314,43.55,103.04,1131,3.8,9.363,7.9875,8.469,6.142,1.6753,1.5758,31.68,38.03,0.644,115.3235,96.3978,128.0932,0.6425,0.508,1.4785,7.7728,72.15,1999-12-16
1.0088,1.607,1.8,8.2794,7.368,43.55,103.27,1130.5,3.8,9.33,7.9905,8.501,6.1475,1.6743,1.5888,31.68,38.2,0.644,115.4886,96.7321,127.9108,0.6426,0.507,1.4778,7.772,71.95,1999-12-17
1.0066,1.6035,1.812,8.2794,7.3935,43.55,102.72,1135,3.8,9.3335,8.024,8.54,6.14,1.67,1.59,31.68,38.04,0.6443,115.5236,96.7612,127.9502,0.6416,0.5048,1.48,7.7725,71.45,1999-12-20
1.0093,1.6103,1.827,8.2796,7.369,43.55,102.06,1134.5,3.8,9.32,7.999,8.506,6.149,1.672,1.5847,31.68,37.95,0.6448,115.3301,96.4713,127.9738,0.6433,0.5137,1.4796,7.7705,71.9,1999-12-21
1.008,1.606,1.821,8.2796,7.3825,43.55,101.53,1131.7,3.8,9.308,7.98,8.495,6.1525,1.665,1.5863,31.68,37.62,0.6448,115.1862,96.3702,127.7782,0.6436,0.5128,1.4769,7.77,71.9,1999-12-22
1.0162,1.6161,1.831,8.2795,7.322,43.55,101.73,1131,3.8,9.376,7.977,8.435,6.15,1.671,1.577,31.65,37.5,0.646,114.9956,96.009,127.9436,0.6453,0.516,1.4735,7.7693,71.9,1999-12-23
1.0136,1.6173,1.833,8.2796,7.34,43.55,102.1,1133.7,3.8,9.4575,7.989,8.464,6.158,1.6698,1.5835,31.6,37.75,0.6473,115.077,95.9565,128.2603,0.6448,0.5175,1.4623,7.7712,71.8,1999-12-27
1.0068,1.6165,1.832,8.2797,7.389,43.55,102.19,1143,3.8,9.506,8.036,8.513,6.153,1.666,1.594,31.55,37.6,0.6474,115.239,96.0557,128.5084,0.645,0.5171,1.4545,7.7735,71.75,1999-12-28
1.0045,1.6168,1.814,8.2793,7.4025,43.55,102.05,1142.5,3.8,9.533,8.044,8.53,6.165,1.665,1.5977,31.5,37.5,0.6485,115.2057,96.0116,128.5021,0.6503,0.5209,1.4507,7.7723,71.75,1999-12-29
